experiment_id,experiment_name,num_images,avg_PSNR,std_PSNR,avg_SSIM,std_SSIM,avg_Entropy,std_Entropy
1,01_CLAHE,74,20.959622478370687,2.450446648038508,0.7251977445808288,0.13698669849180928,6.9136424006593336,1.1647574036278847
2,02_Gamma,74,14.284536079373154,1.727657330440198,0.60006147272297,0.20214233880971144,6.730000845457642,0.9239301156121011
3,03_Zero-DCE,74,14.456943774178697,2.153971204090797,0.6112891709074304,0.19089187172524147,6.87921998131075,0.8863266115364912
4,04_CLAHE_Zero-DCE,74,11.905913617791594,2.39719596461371,0.4877787865586865,0.23980236065720237,7.175574899960489,0.6140594469860384
5,05_Gamma_Zero-DCE,74,8.858400303960776,1.5330614363583441,0.46926156507411215,0.22506731190605336,6.638115251179258,0.619687576857753
6,06_Zero-DCE_Gamma,74,8.552320339283696,1.6948746709383598,0.4488692576139924,0.216407726051664,6.5242530638820515,0.8120763933899603
7,07_CLAHE_Zero-DCE_Gamma,74,7.1209080816335835,2.0058073546429673,0.44323924226821104,0.2345281403251118,6.664802741776626,0.5197769857356881
8,08_Weighted_Fusion,74,20.484616012126878,2.5280952539255845,0.7107952384988908,0.1621620211666076,6.981379928501813,1.0441395894558694
